% Filename : LM_Channel_5200_mean_prof.dat 
% 
% Description : Profiles of the mean velocity and pressure 
% 
% Total number of data points  : 768
% 
% 
% 
% 
% The data in this file was extracted from a direct numerical simulation 
% of fully developed plane turbulent channel flow. The file is available at 
% http://turbulence.ices.utexas.edu, where it will be updated as necessary. 
% 
% When publishing results using this data, the following paper should be 
% cited as the source:  
% 
%    Myoungkyu Lee and Robert D. Moser,  
%    Direct numerical simulation of turbulent channel flow up to Re_tau = 5200, 
%    2015, Journal of Fluid Mechanics, vol. 774, pp. 395-415 
% 
% The paper can be found at http://journals.cambridge.org/article_S0022112015002682 
% 
% NOTE: before publication, please check 
% http://turbulence.ices.utexas.edu for any updates to the data and an 
% updated citation 
% 
% 
% Contact to Robert D. Moser(rmoser@ices.utexas.edu) or M.K. Lee(mnlee@sandia.gov) for questions.
% 
% 
% The parameters defining the simulation from which this data were extracted are: 
% 
%  Grid (streamwise)       nx = 10240 
%  Grid (wall-normal)      ny = 1536 
%  Grid (spanwise)         nz = 7680  
%  B-Spline order           n = 7 
%
%  Re_tau              Re_tau = 5185.897 
% 
% 
% All data are normalized by u_tau and nu (signified with a ^+) except 
% for y/delta 
% 
% This file was last updated on 6/15/2015.
% 
%
% 
% Remark: 
% 
%      y/delta : Grid point in wall-normal direction, Normalized by channel half width 
%      y^+     : Grid point in wall-normal direction 
%      U       : Mean profile of streamwise velocity 
%    dU/dy     : Derivative of U in wall-normal direction 
%      W       : Mean profile of spanwise velocity 
%      P       : Mean profile of pressure 
%      u'u'    : Variance of u 
%      v'v'    : Variance of v 
%      w'w'    : Variance of w 
%      u'v'    : Covariance of u and v 
%      u'w'    : Covariance of u and w 
%      v'w'    : Covariance of v and w 
%       k      : Turbulent kinetic energy, k = 0.5*(u'u' + v'v' + w'w')
%    Production           :  -<u_i' u_k'> dU_j/dU_k + -<u_j' u_k'> dU_i/dx_k 
%    Turbulent Transport  : - d<u_i'u_j'u_k'>/dx_k 
%    Viscous Transport    : nu d^2 <u_i'u_k'> / dx_k dx_k 
%    Pressure Strain      : <p(du_i'/dx_j' + du_j'/dx_i')> 
%    Pressure Transport   : - ( d<pu_i'>/dx_j + d<pu_j'>/dx_i ) 
%    Viscous Dissipation  : 2 nu <du_i'/dx_k du_j'/dx_k> 
%    Balance : Production + Turb_Trans + Visc_Trans + Press_Strain + Press_Trans - Vis_Diss 
%
% 
% *   Estimated standard deviations of datasets in this file are in the file: LM_Channel_5200_mean_stdev.dat 
% 
% **  Data at y/delta = 1.0 is not computed due to code performance optimization 
% 
% *** W should be zero due to (statistical) symmetries in the flow. 
%     It is reported here none-the-less as an indicator of the quality of the statistics.  
% 
% -----------End of header--------- 
% 
%         y/delta                    y^+                       U                      dU/dy                      W                        P                     u'u'                     v'v'                     w'w'                     u'v'                     u'w'                     v'w'                       k                     Production          Turbulent_Transport        Viscous_Transport       Pressure_Strain         Pressure_Transport        Viscous_Dissipation           Balance        
%-----------------------------------------------------------------------------------------------------------------------------------------------------  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------  ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
    7.980698087920568e-03    4.138707944845095e+01    1.432073857285643e+01    6.292656562507912e-02   -2.359813130871622e-03   -1.021038636429580e+00    6.828173123809365e+00    1.020141149999522e+00    2.739303719321479e+00   -9.281878699961407e-01    4.128225282599378e-04    1.389517777321976e-04    5.293808996565183e+00    5.846111953208216e-02    5.148548791065282e-04    8.850698955328354e-04    0.000000000000000e+00    1.861775760253385e-03    6.173319904518811e-02   -1.037897821321715e-05
    8.250845550060393e-03    4.278803640174068e+01    1.440676761036599e+01    5.993962527449161e-02   -2.372971801300821e-03   -1.039506872383780e+00    6.746198599583099e+00    1.038593660827423e+00    2.744539812427718e+00   -9.309017732494299e-01    4.571230955057550e-04    1.391568772658777e-04    5.264666036419120e+00    5.584795339007357e-02    1.038463647349861e-03    8.455077414426116e-04    0.000000000000000e+00    1.857621854605503e-03    5.959858965449476e-02   -9.043021023190378e-06
    8.524932410908903e-03    4.420942267155626e+01    1.448998827998378e+01    5.720460225275629e-02   -2.385188049234477e-03   -1.056927109982107e+00    6.668898759507508e+00    1.055998561274078e+00    2.748676147202340e+00   -9.333601080822471e-01    4.999216355076277e-04    1.390943480058530e-04    5.236786733991963e+00    5.343984270252000e-02    1.474868376473042e-03    8.011114587174798e-04    0.000000000000000e+00    1.838275768940103e-03    5.756108260052667e-02   -6.984293876029224e-06
    8.802957581745874e-03    4.565123261190661e+01    1.457062798341019e+01    5.469608843094234e-02   -2.396572521564096e-03   -1.073332192393895e+00    6.596133524982918e+00    1.072388869680110e+00    2.751788132422437e+00   -9.355882220800179e-01    5.413674736202079e-04    1.387518547206509e-04    5.210155263542733e+00    5.121838577445453e-02    1.834663222067392e-03    7.540554716158272e-04    0.000000000000000e+00    1.805619541720524e-03    5.561706328345940e-02   -4.339273601126903e-06
    9.084919958207260e-03    4.711346049567336e+01    1.464889361905274e+01    5.239130469167638e-02   -2.407242674645614e-03   -1.088756940035391e+00    6.527745070372228e+00    1.087799666660961e+00    2.753946551909316e+00   -9.376088082338664e-01    5.816159826772210e-04    1.382044269252864e-04    5.184745644471253e+00    4.916664861663386e-02    2.127472068919945e-03    7.060978265827319e-04    0.000000000000000e+00    1.761334409750699e-03    5.376275256772454e-02   -1.199645837293706e-06
    9.370818420289750e-03    4.859610051463453e+01    1.472497328071319e+01    5.026980819311608e-02   -2.417283964859347e-03   -1.103237706671029e+00    6.463562724025438e+00    1.102267614753625e+00    2.755217705204651e+00   -9.394422505084791e-01    6.207289671576186e-04    1.375629038731322e-04    5.160524021991857e+00    4.726904077368026e-02    2.361999764411224e-03    6.584371398607961e-04    0.000000000000000e+00    1.707063481656530e-03    5.199412768817772e-02    2.413471431102210e-06
    9.660651832355649e-03    5.009914677948984e+01    1.479903782723159e+01    4.831327158494217e-02   -2.426746846091574e-03   -1.116812045116088e+00    6.403406868818963e+00    1.115830543803522e+00    2.755663413015858e+00   -9.411068568803347e-01    6.587043693142020e-04    1.369020701240105e-04    5.137450412819171e+00    4.551122243259314e-02    2.545801582380856e-03    6.116088814394901e-04    0.000000000000000e+00    1.644624140677599e-03    5.030699111968781e-02    6.265917403262822e-06
    9.954419043136431e-03    5.162259331987914e+01    1.487124236119000e+01    4.650527399895134e-02   -2.435660661757262e-03   -1.129518415972992e+00    6.347092509078053e+00    1.128527067979344e+00    2.755341413229060e+00   -9.426190325596844e-01    6.955668169674001e-04    1.362487528476211e-04    5.115480495143228e+00    4.388001423188703e-02    2.685097948683534e-03    5.666227356470796e-04    0.000000000000000e+00    1.575812193883520e-03    4.869745438913264e-02    1.009272096852420e-05
    1.025211888573807e-02    5.316643408441002e+01    1.494172759176060e+01    4.483110224286854e-02   -2.444023439715857e-03   -1.141395857274591e+00    6.294432273735563e+00    1.140396222987287e+00    2.754306177283747e+00   -9.439934693935317e-01    7.313286493805469e-04    1.356303614789847e-04    5.094567337003299e+00    4.236330462615560e-02    2.785487320681607e-03    5.247788423045337e-04    0.000000000000000e+00    1.502161153825603e-03    4.716193816865304e-02    1.379377431429130e-05
    1.055375017764559e-02    5.473066294068145e+01    1.501062109953589e+01    4.327758280443821e-02   -2.451781683552277e-03   -1.152483660853679e+00    6.245238443746957e+00    1.151477128711560e+00    2.752609468688355e+00   -9.452433163844084e-01    7.658406806066484e-04    1.350907873090629e-04    5.074662520573436e+00    4.095014270669895e-02    2.852709604234047e-03    4.859123033919396e-04    0.000000000000000e+00    1.424839789668097e-03    4.569653540442724e-02    1.706899956580715e-05
    1.085931172072718e-02    5.631527367530505e+01    1.507803850424386e+01    4.183291771275827e-02   -2.458849471106506e-03   -1.162821081766803e+00    6.199324678944945e+00    1.161808681132298e+00    2.750300320210923e+00   -9.463803552745712e-01    7.987090527496948e-04    1.346452415758150e-04    5.055716840144084e+00    3.963087581185438e-02    2.891667651263382e-03    4.491944655233678e-04    0.000000000000000e+00    1.344701056526926e-03    4.429734355151634e-02    1.909543365170158e-05
    1.116880230124007e-02    5.792025999393565e+01    1.514408453874368e+01    4.048655145555821e-02   -2.465146323730330e-03   -1.172447012114165e+00    6.156507395077080e+00    1.171429298612065e+00    2.747425086633592e+00   -9.474151429601206e-01    8.294563018791581e-04    1.342672981629224e-04    5.037680890161369e+00    3.839707917956716e-02    2.906728786815017e-03    4.139257537053936e-04    0.000000000000000e+00    1.262505226493821e-03    4.296078403915395e-02    1.945490742744777e-05
    1.148222068983396e-02    5.954561552128909e+01    1.520885406657139e+01    3.922906193820645e-02   -2.470617154331997e-03   -1.181399682452695e+00    6.116606749061007e+00    1.180376728444896e+00    2.744027744550100e+00   -9.483571213876999e-01    8.577639883743960e-04    1.339142635381688e-04    5.020505611028002e+00    3.724125677295227e-02    2.901812174717384e-03    3.802501016423063e-04    0.000000000000000e+00    1.179149261206210e-03    4.168359886600750e-02    1.886944451065520e-05
    1.179956564155715e-02    6.119133380117393e+01    1.527243302609930e+01    3.805203000654608e-02   -2.475258195532479e-03   -1.189716455087683e+00    6.079447605893306e+00    1.188687896368652e+00    2.740150062690943e+00   -9.492147367366347e-01    8.836703355622150e-04    1.335355817990194e-04    5.004142782476452e+00    3.615653277128354e-02    2.879115342244418e-03    3.490212075090695e-04    0.000000000000000e+00    1.095629180397956e-03    4.046270989908286e-02    1.758860235211851e-05
    1.212083589586055e-02    6.285740829651211e+01    1.533489927265678e+01    3.694792888887321e-02   -2.479144346459480e-03   -1.197433657315672e+00    6.044860296760743e+00    1.196398789384721e+00    2.735831768623516e+00   -9.499955591112643e-01    9.075684353047586e-04    1.330838706287449e-04    4.988545427384490e+00    3.513659458190579e-02    2.840094113732726e-03    3.206022585254469e-04    0.000000000000000e+00    1.012778619108891e-03    3.929511739681074e-02    1.495217646210051e-05
    1.244603017660351e-02    6.454383238936957e+01    1.539632337255849e+01    3.591005464693298e-02   -2.482404349939451e-03   -1.204586475374322e+00    6.012681045027226e+00    1.203544358195469e+00    2.731110533242304e+00   -9.507063257399448e-01    9.298637450723986e-04    1.325579057517151e-04    4.973667968232499e+00    3.417579354211170e-02    2.787199918483388e-03    2.947874019428982e-04    0.000000000000000e+00    9.311449794517471e-04    3.817807546671922e-02    1.085037527049498e-05
    1.277514719205819e-02    6.625059938097858e+01    1.545676934672213e+01    3.493242463917538e-02   -2.485149437493494e-03   -1.211208807453811e+00    5.982752471004215e+00    1.210158424568129e+00    2.726021732282432e+00   -9.513530016563400e-01    9.507132847152744e-04    1.320202323741293e-04    4.959466313927388e+00    3.326898499773872e-02    2.723544795927668e-03    2.713727106049803e-04    0.000000000000000e+00    8.510547386785671e-04    3.710892708049236e-02    6.030162457565380e-06
    1.310818563491500e-02    6.797770249176607e+01    1.551629529336792e+01    3.400965920147202e-02   -2.487430600275205e-03   -1.217333092495376e+00    5.954924393876559e+00    1.216273592544416e+00    2.720598443205409e+00   -9.519409131603431e-01    9.701800889205667e-04    1.315368052958505e-04    4.945898214813192e+00    3.241127892728925e-02    2.652668729530451e-03    2.495656781398445e-04    0.000000000000000e+00    7.727447492584245e-04    3.608469389563770e-02    1.564188580265025e-06
    1.344514418228782e-02    6.972513486138061e+01    1.557495389924612e+01    3.313689902745280e-02   -2.489267630796954e-03   -1.222990249813600e+00    5.929054111962233e+00    1.221921172811232e+00    2.714871894051424e+00   -9.524749010302271e-01    9.885471372772406e-04    1.310996829929175e-04    4.932923589412445e+00    3.159817709543176e-02    2.577383733171358e-03    2.288042762008991e-04    0.000000000000000e+00    6.965028169795819e-04    3.510266456784361e-02   -1.796646060009399e-06
    1.378602149571917e-02    7.149288954871948e+01    1.563279290883299e+01    3.230977692891996e-02   -2.490707059186545e-03   -1.228209778430009e+00    5.905005875259660e+00    1.227131145548594e+00    2.708871744784827e+00   -9.529593855608645e-01    1.006343119371699e-03    1.306215347844428e-04    4.920504382796540e+00    3.082569219072986e-02    2.499906938709628e-03    2.091590039801915e-04    0.000000000000000e+00    6.226026435492150e-04    3.416052362874750e-02   -3.162851778606979e-06
    1.413081622118550e-02    7.328095953195577e+01    1.568985561657179e+01    3.152440065937900e-02   -2.491837539812744e-03   -1.233019969487292e+00    5.882650932236067e+00    1.231932115297471e+00    2.702626106823584e+00   -9.533983475112853e-01    1.024047472103990e-03    1.300091873715686e-04    4.908604577178560e+00    3.009029613114093e-02    2.422239795875485e-03    1.908044642397334e-04    0.000000000000000e+00    5.512201940950722e-04    3.325616653933326e-02   -1.605953982034003e-06
    1.447952698910282e-02    7.508933770856771e+01    1.574618135275170e+01    3.077731205313041e-02   -2.492752816850696e-03   -1.237447921664099e+00    5.861867748999262e+00    1.236351243604036e+00    2.696161651233711e+00   -9.537952864485993e-01    1.041815054726912e-03    1.292391012927828e-04    4.897190321918504e+00    2.938895644963102e-02    2.344275614454528e-03    1.743088490361680e-04    0.000000000000000e+00    4.824439035403974e-04    3.238779913078385e-02    2.185685878258736e-06
    1.483215241433178e-02    7.691801689536518e+01    1.580180593610547e+01    3.006543836089364e-02   -2.493521486737315e-03   -1.241519338672182e+00    5.842541870935767e+00    1.240414241503899e+00    2.689503575987108e+00   -9.541532188780131e-01    1.059632930994972e-03    1.283568671450224e-04    4.886229844213387e+00    2.871916149842929e-02    2.264239705891584e-03    1.602447002368138e-04    0.000000000000000e+00    4.164380750388433e-04    3.155374246227827e-02    6.341517318257661e-06
    1.518869109618326e-02    7.876698982851846e+01    1.585676205232015e+01    2.938601619677692e-02   -2.494219006063663e-03   -1.245258445123529e+00    5.824565650873638e+00    1.244145429531764e+00    2.682675549845052e+00   -9.544748373967762e-01    1.077591469070064e-03    1.273961292258967e-04    4.875693315125227e+00    2.807878400789149e-02    2.181464388554086e-03    1.476869584907779e-04    0.000000000000000e+00    3.536932455304667e-04    3.075206879427762e-02    9.559806189194525e-06
    1.554914161842413e-02    8.063624916358819e+01    1.591107954225456e+01    2.873654673147383e-02   -2.494975452161566e-03   -1.248688065225947e+00    5.807837746221820e+00    1.247567793201430e+00    2.675699836974622e+00   -9.547626151997419e-01    1.095799904240306e-03    1.263638346192443e-04    4.865552688198935e+00    2.746587044911461e-02    2.096541209864404e-03    1.357750844930850e-04    0.000000000000000e+00    2.947321453124885e-04    2.998108581179990e-02    1.183307698469915e-05
    1.591350254928292e-02    8.252578747555475e+01    1.596478567772003e+01    2.811478293871294e-02   -2.495993086695367e-03   -1.251829747164654e+00    5.792262991859256e+00    1.250703017623819e+00    2.668597094846447e+00   -9.550187584759932e-01    1.114270348912971e-03    1.252454540621464e-04    4.855781552164761e+00    2.687852551042211e-02    2.009706861848575e-03    1.245062425285874e-04    0.000000000000000e+00    2.397606956043622e-04    2.923928685541451e-02    1.321245498912826e-05
    1.628177244145490e-02    8.443559725884471e+01    1.601790541180748e+01    2.751868746851897e-02   -2.497488709887280e-03   -1.254703955721323e+00    5.777752292428397e+00    1.253571526867137e+00    2.661386355265374e+00   -9.552452279927576e-01    1.132850675721759e-03    1.240399780901566e-04    4.846355087280454e+00    2.631482288541170e-02    1.921170168346224e-03    1.140663873124524e-04    0.000000000000000e+00    1.886654298709648e-04    2.852514805388562e-02    1.357681705571948e-05
    1.665394983210877e-02    8.636567092736541e+01    1.607046157591839e+01    2.694640503042384e-02   -2.499573599975432e-03   -1.257330055957988e+00    5.764222440249362e+00    1.256192500955766e+00    2.654085271878541e+00   -9.554438348815801e-01    1.151408704191946e-03    1.227869607133164e-04    4.837250106541834e+00    2.577291750646279e-02    1.831641009870262e-03    1.048388121224514e-04    0.000000000000000e+00    1.410439453871864e-04    2.783728107791796e-02    1.316019592473641e-05
    1.703003324289154e-02    8.831600081453026e+01    1.612247507475544e+01    2.639626144734308e-02   -2.502214645687072e-03   -1.259726049631344e+00    5.751595725371169e+00    1.258583889948004e+00    2.646710313734523e+00   -9.556162872538428e-01    1.169920564610096e-03    1.215423372093482e-04    4.828444964526849e+00    2.525123701492916e-02    1.742037652940282e-03    9.694293206928582e-05    0.000000000000000e+00    9.649203751984538e-05    2.717436550849060e-02    1.234412896797266e-05
    1.741002117993529e-02    9.028657917329389e+01    1.617396508879482e+01    2.586675005486087e-02   -2.505293656636163e-03   -1.261908629493200e+00    5.739799368979264e+00    1.260762471020104e+00    2.639276671470109e+00   -9.557641731147422e-01    1.188307943134395e-03    1.203442012380437e-04    4.819919255734739e+00    2.474848195895306e-02    1.653531118509911e-03    8.963798814140114e-05    0.000000000000000e+00    5.464972621787558e-05    2.653505458360890e-02    1.124620821334188e-05
    1.779391213386217e-02    9.227739817617802e+01    1.622494926078209e+01    2.535651626858931e-02   -2.508690925086795e-03   -1.263893477724783e+00    5.728765111656383e+00    1.262743931515864e+00    2.631797953771670e+00   -9.558889045594817e-01    1.206342099227953e-03    1.191869553714845e-04    4.811653498471959e+00    2.426353975852125e-02    1.567557306725809e-03    8.246164428117328e-05    0.000000000000000e+00    1.519727582140354e-05    2.591824606665541e-02    1.050991869422715e-05
    1.818170457979107e-02    9.428844991530607e+01    1.627544387583131e+01    2.486434624011746e-02   -2.512316231058499e-03   -1.265695368708339e+00    5.718429031947726e+00    1.264542939667460e+00    2.624286393983132e+00   -9.559916734760893e-01    1.223654085933617e-03    1.180786809555138e-04    4.803629182799159e+00    2.379524361048363e-02    1.484218066839138e-03    7.597528398490267e-05    0.000000000000000e+00   -2.207059440144736e-05    2.532311543276054e-02    1.025093414567732e-05
    1.857339697734361e-02    9.631972640243420e+01    1.632546400990102e+01    2.438913172026386e-02   -2.516123179747019e-03   -1.267328083237152e+00    5.708731728712590e+00    1.266173179506424e+00    2.616753001226294e+00   -9.560735319993438e-01    1.239979720247882e-03    1.170226829626430e-04    4.795828954722654e+00    2.334231628025359e-02    1.402513964077058e-03    6.992009197710025e-05    0.000000000000000e+00   -5.701291222955036e-05    2.474843634089906e-02    9.301083179147351e-06
    1.896898777065015e-02    9.837121956898240e+01    1.637502363180321e+01    2.392985957982332e-02   -2.520151582332329e-03   -1.268804573282541e+00    5.699618249173281e+00    1.267647382033470e+00    2.609207608149080e+00   -9.561355367819508e-01    1.255310405823014e-03    1.159587023825862e-04    4.788236619677916e+00    2.290376322463225e-02    1.322070582597760e-03    6.379652917830241e-05    0.000000000000000e+00   -8.934721602971229e-05    2.419302564508435e-02    7.257475294245030e-06
    1.936847538835551e-02    1.004429212660644e+02    1.642413572870983e+01    2.348562265744700e-02   -2.524507019997646e-03   -1.270137092870427e+00    5.691037238782184e+00    1.268977382320832e+00    2.601659084973919e+00   -9.561787092195854e-01    1.269687684281396e-03    1.148014120628573e-04    4.780836853038467e+00    2.247893876708913e-02    1.242631432445504e-03    5.817853683455982e-05    0.000000000000000e+00   -1.189993752469407e-04    2.365628332945990e-02    4.466031662354875e-06
    1.977185824362626e-02    1.025348232645252e+02    1.647281243509127e+01    2.305560232066996e-02   -2.529286054349101e-03   -1.271336918076000e+00    5.682940529392269e+00    1.270174166169342e+00    2.594115831011314e+00   -9.562039438021576e-01    1.283218232646349e-03    1.135092319499829e-04    4.773615263286462e+00    2.206726502849528e-02    1.163329214809716e-03    5.341637736730999e-05    0.000000000000000e+00   -1.459310973886883e-04    2.313755381008006e-02    5.257132035668688e-07
    2.017913473415589e-02    1.046469172549681e+02    1.652106511704108e+01    2.263903551288543e-02   -2.534538790533916e-03   -1.272414189912430e+00    5.675283654239279e+00    1.271247887404020e+00    2.586585900344427e+00   -9.562119923785242e-01    1.296135082471250e-03    1.120915031732180e-04    4.766558720993864e+00    2.166820457372915e-02    1.084872176063753e-03    4.898121639353116e-05    0.000000000000000e+00   -1.701458882878790e-04    2.263587011296865e-02   -3.958035070094484e-06
    2.059030324217204e-02    1.067791948477920e+02    1.656890438808774e+01    2.223518297927132e-02   -2.540276855154130e-03   -1.273378229144845e+00    5.668026078846344e+00    1.272207912502392e+00    2.579076621128927e+00   -9.562035567708191e-01    1.308684244936911e-03    1.106189445014382e-04    4.759655306238831e+00    2.128131982345492e-02    1.009759064518548e-03    4.447573603368955e-05    0.000000000000000e+00   -1.918102901941850e-04    2.215046998449247e-02   -6.725650679495487e-06
    2.100536213444248e-02    1.089316475732225e+02    1.661634010826165e+01    2.184334564613466e-02   -2.546475446988236e-03   -1.274237784936664e+00    5.661130686067525e+00    1.273062920172363e+00    2.571594259858711e+00   -9.561793523942563e-01    1.321027254334720e-03    1.092097940678672e-04    4.752893933049299e+00    2.090609210967745e-02    9.390393387159359e-04    4.013701221893536e-05    0.000000000000000e+00   -2.112405779798679e-04    2.168077910843450e-02   -6.751225802049954e-06
    2.142430976228171e-02    1.111042668813462e+02    1.666338143450110e+01    2.146287763102046e-02   -2.553078548670072e-03   -1.275000996908508e+00    5.654563240624332e+00    1.273820990223504e+00    2.564144144146325e+00   -9.561400650116789e-01    1.333150287435474e-03    1.079263630218777e-04    4.746264187497081e+00    2.054168070828405e-02    8.714454328263617e-04    3.645251657060802e-05    0.000000000000000e+00   -2.286948203136885e-04    2.122621872651556e-02   -5.334889148236877e-06
    2.184714446155744e-02    1.132970441421443e+02    1.671003688798764e+01    2.109319899838520e-02   -2.559985258627346e-03   -1.275675312746544e+00    5.648291751245786e+00    1.274489665787725e+00    2.556730998810844e+00   -9.560862540635214e-01    1.345021994536881e-03    1.068037208675403e-04    4.739756207922178e+00    2.018719053495205e-02    8.054633569720028e-04    3.355600691406422e-05    0.000000000000000e+00   -2.444711139670555e-04    2.078608375894996e-02   -4.344974078900748e-06
    2.227386455269731e-02    1.155099706455271e+02    1.675631448854426e+01    2.073382279050281e-02   -2.567091749662231e-03   -1.276267347788657e+00    5.642285991903178e+00    1.275075974858749e+00    2.549359212001244e+00   -9.560182658983432e-01    1.356975660350339e-03    1.058136118319373e-04    4.733360589381586e+00    1.984202092950573e-02    7.408272941480470e-04    3.125442398471350e-05    0.000000000000000e+00   -2.588968577727605e-04    2.035959516297417e-02   -4.389373108440453e-06
    2.270446834069551e-02    1.177430376013689e+02    1.680222187143016e+01    2.038429998246187e-02   -2.574395783360797e-03   -1.276782936058869e+00    5.636517616841604e+00    1.275586436022519e+00    2.542032871524436e+00   -9.559363846191699e-01    1.369507669286932e-03    1.048217577255922e-04    4.727068462194279e+00    1.950573074682631e-02    6.782920442839135e-04    2.930095850784614e-05    0.000000000000000e+00   -2.720920131840289e-04    1.994615539882019e-02   -4.923662386135952e-06
